"Date","Price","Open","High","Low","Change %"
"Feb 15","1.1196","1.1284","1.1535","1.1178","-0.82%"
"Jan 15","1.1288","1.2101","1.2110","1.1100","-6.70%"
"Dec 14","1.2099","1.2456","1.2571","1.2096","-2.83%"
"Nov 14","1.2452","1.2517","1.2601","1.2359","-0.58%"
"Oct 14","1.2525","1.2631","1.2886","1.2485","-0.85%"
"Sep 14","1.2632","1.3138","1.3161","1.2571","-3.81%"
"Aug 14","1.3133","1.3391","1.3444","1.3131","-1.91%"
"Jul 14","1.3389","1.3692","1.3701","1.3366","-2.21%"
"Jun 14","1.3692","1.3634","1.3698","1.3503","0.45%"
"May 14","1.3631","1.3866","1.3993","1.3585","-1.70%"
"Apr 14","1.3867","1.3768","1.3906","1.3673","0.70%"
"Mar 14","1.3771","1.3786","1.3968","1.3705","-0.22%"
"Feb 14","1.3802","1.3493","1.3824","1.3476","2.34%"
"Jan 14","1.3487","1.3742","1.3777","1.3480","-1.88%"
"Dec 13","1.3746","1.3589","1.3893","1.3523","1.14%"
"Nov 13","1.3591","1.3583","1.3622","1.3296","0.05%"
"Oct 13","1.3584","1.3529","1.3835","1.3475","0.43%"
"Sep 13","1.3526","1.3234","1.3570","1.3105","2.30%"
"Aug 13","1.3222","1.3302","1.3455","1.3175","-0.60%"
"Jul 13","1.3302","1.3008","1.3346","1.2756","2.24%"
"Jun 13","1.3010","1.2984","1.3417","1.2956","0.08%"
"May 13","1.2999","1.3170","1.3246","1.2799","-1.28%"
"Apr 13","1.3167","1.2814","1.3202","1.2746","2.71%"
"Mar 13","1.2820","1.3056","1.3136","1.2752","-1.81%"
"Feb 13","1.3056","1.3577","1.3712","1.3017","-3.85%"
"Jan 13","1.3579","1.3195","1.3594","1.2998","2.90%"
"Dec 12","1.3196","1.2986","1.3311","1.2880","1.62%"
"Nov 12","1.2986","1.2960","1.3029","1.2662","0.20%"
"Oct 12","1.2960","1.2860","1.3141","1.2804","0.79%"
"Sep 12","1.2858","1.2567","1.3170","1.2501","2.23%"
"Aug 12","1.2577","1.2305","1.2638","1.2134","2.22%"
"Jul 12","1.2304","1.2671","1.2672","1.2041","-2.81%"
"Jun 12","1.2660","1.2361","1.2749","1.2288","2.44%"
"May 12","1.2358","1.3242","1.3285","1.2337","-6.66%"
"Apr 12","1.3240","1.3358","1.3380","1.2994","-0.78%"
"Mar 12","1.3344","1.3326","1.3386","1.3003","0.14%"
"Feb 12","1.3326","1.3083","1.3488","1.2975","1.90%"
"Jan 12","1.3078","1.2937","1.3231","1.2624","1.00%"
"Dec 11","1.2948","1.3438","1.3551","1.2858","-3.68%"
"Nov 11","1.3443","1.3858","1.3874","1.3213","-2.99%"
"Oct 11","1.3858","1.3337","1.4248","1.3146","3.53%"
"Sep 11","1.3386","1.4377","1.4383","1.3363","-6.91%"
"Aug 11","1.4379","1.4359","1.4549","1.4056","-0.12%"
"Jul 11","1.4396","1.4498","1.4578","1.3836","-0.76%"
"Jun 11","1.4506","1.4393","1.4699","1.4074","0.76%"
"May 11","1.4396","1.4825","1.4941","1.3969","-2.74%"
"Apr 11","1.4802","1.4174","1.4884","1.4062","4.49%"
"Mar 11","1.4166","1.3803","1.4250","1.3742","2.64%"
"Feb 11","1.3802","1.3685","1.3862","1.3427","0.85%"
"Jan 11","1.3686","1.3346","1.3760","1.2872","2.29%"
